City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
203,cruzeiro do sul,-29.5128,-51.9853,18.62,94,100,0.94,BR,1690348029
204,cururupu,-1.8283,-44.8683,23.55,92,33,1.63,BR,1690348029
205,hillsborough,37.5741,-122.3794,20.8,82,20,5.14,US,1690348029
206,chibougamau,49.9168,-74.3659,12.71,73,94,2.2,CA,1690348029
207,adam,22.3756,57.5233,30.08,60,91,1.84,OM,1690348029
208,tucurui,-3.7661,-49.6725,24.11,60,68,1.48,BR,1690347742
209,kramfors,62.9316,17.7765,13.89,94,75,2.57,SE,1690348029
210,codrington,-38.2667,141.9667,14.42,67,100,3.1,AU,1690348030
211,castillos,-34.1667,-53.8333,12.89,97,100,3.41,UY,1690348030
212,la junta,37.985,-103.5438,25.03,56,0,4.63,US,1690348030
213,kenai,60.5544,-151.2583,17.05,86,0,3.6,US,1690348030
214,weno,7.4515,151.8468,29.97,84,100,2.57,FM,1690348030
215,flying fish cove,-10.4217,105.6791,26.82,78,100,5.66,CX,1690348030
216,berbera,10.4396,45.0143,34.31,35,9,14.25,SO,1690348030
217,kuanda,56.3161,116.0806,28.51,42,14,0.46,RU,1690348030
218,kish,26.5578,54.0194,34.15,75,100,6.17,IR,1690348031
219,bangkalan,-7.0455,112.7351,31.97,50,10,1.98,ID,1690348031
220,banda aceh,5.5577,95.3222,30.53,62,100,5.2,ID,1690348031
221,pesaro,43.9036,12.8903,23.3,67,80,0.89,IT,1690348031
222,yeed,4.55,43.0333,24.71,55,40,10.62,SO,1690348031
223,crieff,56.3727,-3.8389,13.19,86,55,1.03,GB,1690348031
224,kavaratti,10.5669,72.642,27.97,76,100,8.07,IN,1690348031
225,anadyr,64.75,177.4833,12.28,93,75,2.0,RU,1690348031
226,vilyuysk,63.7553,121.6247,23.63,33,41,3.08,RU,1690348032
227,mount gambier,-37.8333,140.7667,15.08,60,90,2.76,AU,1690348032
228,mezhdurechensk,53.6942,88.0603,21.05,81,71,2.3,RU,1690348032
229,hithadhoo,-0.6,73.0833,28.41,79,91,7.47,MV,1690348032
230,senanga,-16.1167,23.2667,14.81,48,100,3.32,ZM,1690347740
231,tabou,4.423,-7.3528,24.52,89,99,3.32,CI,1690348032
232,whitehorse,60.7161,-135.0538,15.45,82,83,0.89,CA,1690348032
233,ndioum,16.5129,-14.6471,28.83,65,100,4.88,SN,1690348032
234,puerto aysen,-45.4,-72.7,3.9,99,100,1.59,CL,1690348032
235,port-vila,-17.7338,168.3219,22.78,68,75,8.23,VU,1690348033
236,sarmiento,-45.5882,-69.07,0.65,54,12,2.4,AR,1690348033
237,muravlenko,63.7898,74.523,21.39,71,99,2.4,RU,1690348033
238,nemuro,43.3236,145.575,18.94,95,79,3.14,JP,1690348033
239,priozersk,61.0393,30.1291,16.72,100,90,2.56,RU,1690348033
240,la passe,45.5549,-0.8967,15.55,87,81,3.71,FR,1690348033
241,zhosaly,45.4878,64.0781,35.37,19,75,1.94,KZ,1690348033
242,aasiaat,68.7098,-52.8699,2.27,95,68,0.37,GL,1690348033
243,keflavik,64.0049,-22.5624,11.24,87,100,4.12,IS,1690348034
244,morehead city,34.7229,-76.726,29.0,86,95,1.34,US,1690348034
245,alice springs,-23.7,133.8833,21.75,28,0,7.72,AU,1690348029
246,hamilton,39.1834,-84.5333,24.3,84,0,3.09,US,1690347977
247,noumea,-22.2763,166.4572,20.99,59,73,10.95,NC,1690347605
248,arar,30.9753,41.0381,33.14,16,0,3.0,SA,1690348034
249,prince rupert,54.3161,-130.3201,14.05,94,100,0.0,CA,1690348034
250,yarmouth,41.7057,-70.2286,24.44,91,75,4.63,US,1690348034
251,enewetak,11.3474,162.3373,28.65,80,85,6.76,MH,1690348034
252,lihue,21.9789,-159.3672,27.58,86,100,6.17,US,1690348035
253,vila franca do campo,37.7167,-25.4333,19.23,81,16,0.75,PT,1690348035
254,rio grande,-32.035,-52.0986,15.53,99,100,3.37,BR,1690347806
255,kyren,51.6828,102.1408,23.6,50,74,1.4,RU,1690348035
256,machico,32.7,-16.7667,21.67,76,40,6.17,PT,1690348035
257,byron bay,-28.65,153.6167,17.62,65,60,5.04,AU,1690348036
258,sur,22.5667,59.5289,30.6,68,72,0.6,OM,1690348037
259,sinabang,2.4803,96.3801,29.58,67,92,1.91,ID,1690348037
260,grand rapids,42.9634,-85.6681,23.67,81,0,3.6,US,1690347797
261,sandnessjoen,66.0217,12.6316,16.29,88,75,0.0,NO,1690348037
262,lauro de freitas,-12.8944,-38.3272,26.01,78,40,3.6,BR,1690347828
263,temnikov,54.6302,43.2148,20.16,79,85,4.04,RU,1690348037
264,ballina,-28.8667,153.5667,17.66,64,65,4.58,AU,1690348038
265,new plymouth,-39.0667,174.0833,7.95,65,35,2.56,NZ,1690348038
266,hammerfest,70.6634,23.6821,13.25,82,40,4.12,NO,1690348038
267,qaqortoq,60.7167,-46.0333,4.97,93,5,0.7,GL,1690348038
268,chaman,30.9236,66.4512,28.54,48,48,1.71,PK,1690348038
269,kerikeri,-35.2268,173.9474,12.17,74,7,4.02,NZ,1690348038
270,vereshchagino,58.0789,54.6557,17.72,79,54,2.24,RU,1690348038
271,katsuren-haebaru,26.3369,127.8719,30.43,77,75,5.66,JP,1690348038
272,pandan,14.0453,124.1694,30.43,71,100,8.31,PH,1690348039
273,takoradi,4.8845,-1.7554,23.98,93,93,3.09,GH,1690348039
274,arkhangel'sk,64.5401,40.5433,16.64,75,30,2.36,RU,1690347929
275,rongelap,11.1635,166.8941,28.75,78,100,7.11,MH,1690348039
276,minas de marcona,-15.2119,-75.1103,11.81,88,60,6.29,PE,1690348039
277,puquio,-14.7,-74.1333,8.65,34,0,1.82,PE,1690348039
278,mersa matruh,31.3525,27.2453,26.54,71,0,3.97,EG,1690348039
279,santiago de cao,-7.9589,-79.2392,20.3,85,76,4.07,PE,1690348040
280,teluk intan,4.0259,101.0213,33.57,53,97,0.75,MY,1690348040
281,sisimiut,66.9395,-53.6735,6.67,85,14,4.0,GL,1690348040
282,el nido,11.1858,119.3956,28.97,80,81,10.59,PH,1690347875
283,uturoa,-16.7333,-151.4333,26.22,81,11,2.9,PF,1690348040
284,taltal,-25.4,-70.4833,14.5,82,4,1.88,CL,1690348040
285,port douglas,-16.4833,145.4667,22.31,86,93,7.68,AU,1690347778
286,pasuquin,18.3328,120.6177,26.58,97,100,19.9,PH,1690348041
287,rice lake,45.5061,-91.7382,25.77,85,40,2.06,US,1690347813
288,siwa oasis,29.2041,25.5195,27.06,56,0,2.67,EG,1690348041
289,skeldon,5.8833,-57.1333,24.44,94,100,2.42,GY,1690348041
290,mont-dore,-22.2833,166.5833,22.78,97,62,7.09,NC,1690348041
291,kruisfontein,-34.0033,24.7314,11.02,28,3,2.39,ZA,1690348041
292,tura,25.5198,90.2201,29.22,73,99,3.15,IN,1690348041
293,lezignan-corbieres,43.1976,2.7614,17.78,63,92,5.73,FR,1690348041
294,monduli,-3.3,36.45,15.33,59,45,3.52,TZ,1690348041
295,nakatsugawa,35.4833,137.5,33.11,52,39,1.38,JP,1690348042
296,san lorenzo,-25.3333,-57.5333,16.52,88,0,2.57,PY,1690348042
297,praia da vitoria,38.7333,-27.0667,21.53,87,24,3.49,PT,1690348042
298,kailua-kona,19.6406,-155.9956,27.98,83,100,4.63,US,1690348042
299,colmenarejo,40.5303,-4.0161,18.14,58,0,1.63,ES,1690348042
300,manchester,53.4809,-2.2374,13.51,83,75,1.54,GB,1690347570
301,pauini,-7.7136,-66.9764,22.53,55,65,0.83,BR,1690348042
302,atafu village,-8.5421,-172.5159,28.89,74,8,8.11,TK,1690348043
303,vila velha,-20.3297,-40.2925,20.97,99,100,1.03,BR,1690347999
304,mount airy,36.4993,-80.6073,23.92,82,0,0.0,US,1690347786
305,as-suwayda,32.709,36.5695,25.42,28,0,1.6,SY,1690348043
306,constantia,44.1833,28.65,26.5,67,10,11.69,RO,1690348043
307,callao,-12.0667,-77.15,20.16,77,100,3.6,PE,1690348043
308,riberalta,-10.9833,-66.1,22.61,50,0,0.86,BO,1690348043
309,cochin,9.9399,76.2602,27.99,74,100,1.55,IN,1690348043
310,cobija,-11.0267,-68.7692,23.02,61,25,0.75,BO,1690348043
311,masalovka,48.4053,40.2706,25.91,50,2,2.62,RU,1690348044
312,hami,42.8,93.45,36.88,8,0,2.57,CN,1690347825
313,santa sylvina,-27.8326,-61.1375,10.48,92,41,1.89,AR,1690348044
314,mollendo,-17.0231,-72.0147,16.33,87,45,3.63,PE,1690348044
315,borodulikha,50.7184,80.9295,28.71,25,43,3.68,KZ,1690348044
316,primorsk,46.7348,36.3443,25.72,63,3,5.1,UA,1690348044
317,omaruru,-21.4333,15.9333,11.65,52,1,1.89,NA,1690348044
